198,MQTT,None,Normal,5394,128,43,157.88,zip,2.264,UPLOAD,"2015-11-13 11:50:07"
199,MQTT,None,Normal,5394,64,85,175.119,zip,2.949,UPLOAD,"2015-11-13 11:50:07"
200,AMQP,AES,Normal,5394,128,44,123.747,zip,1.337,UPLOAD,"2015-11-12 20:14:13"
201,AMQP,AES,Normal,5394,64,86,114.393,zip,2.493,UPLOAD,"2015-11-12 20:14:13"
202,MQTT,None,Normal,5394,128,43,126.415,zip,2.014,UPLOAD,"2015-11-13 11:50:07"
203,AMQP,AES,Normal,5394,128,44,97.657,zip,0.846,UPLOAD,"2015-11-12 20:14:13"
204,MQTT,None,Normal,5394,64,85,145.6,zip,2.832,UPLOAD,"2015-11-13 11:50:07"
205,AMQP,AES,Normal,5394,64,86,101.706,zip,1.171,UPLOAD,"2015-11-12 20:14:13"
206,MQTT,None,Normal,5394,128,43,138.793,zip,2.481,UPLOAD,"2015-11-13 11:50:07"
207,AMQP,AES,Normal,5394,128,44,128.039,zip,0.89,UPLOAD,"2015-11-12 20:14:13"
208,MQTT,None,Normal,5394,64,85,160.893,zip,3.089,UPLOAD,"2015-11-13 11:50:07"
209,AMQP,AES,Normal,5394,64,86,147.673,zip,2.931,UPLOAD,"2015-11-12 20:14:13"
210,AMQP,AES,Normal,5394,128,44,132.853,zip,2.648,UPLOAD,"2015-11-12 20:14:13"
211,MQTT,None,Normal,5394,128,43,159.616,zip,2.369,UPLOAD,"2015-11-13 11:50:07"
212,AMQP,AES,Normal,5394,64,86,139.639,zip,2.041,UPLOAD,"2015-11-12 20:14:13"
213,MQTT,None,Normal,5394,64,85,205.064,zip,3.729,UPLOAD,"2015-11-13 11:50:07"
214,AMQP,AES,Normal,5394,128,44,124.74,zip,1.397,UPLOAD,"2015-11-12 20:14:13"
215,MQTT,None,Normal,5394,128,43,135.357,zip,2.253,UPLOAD,"2015-11-13 11:50:07"
216,AMQP,AES,Normal,5394,128,44,74.007,zip,1.045,UPLOAD,"2015-11-12 20:14:13"
217,AMQP,AES,Normal,5394,64,86,134.733,zip,1.411,UPLOAD,"2015-11-12 20:14:13"
218,MQTT,None,Normal,5394,128,43,90.356,zip,2.48,UPLOAD,"2015-11-13 11:50:07"
219,MQTT,None,Normal,5394,64,85,157.363,zip,4.437,UPLOAD,"2015-11-13 11:50:07"
220,AMQP,AES,Normal,5394,64,86,77.734,zip,0.944,UPLOAD,"2015-11-12 20:14:13"
221,MQTT,None,Normal,5394,128,43,109.777,zip,2.067,UPLOAD,"2015-11-13 11:50:07"
222,AMQP,AES,Normal,5394,64,86,73.072,zip,0.906,UPLOAD,"2015-11-12 20:14:13"
223,MQTT,None,Normal,5394,64,85,111.529,zip,2.67,UPLOAD,"2015-11-13 11:50:07"
224,AMQP,AES,Normal,5394,64,86,56.955,zip,0.771,UPLOAD,"2015-11-12 20:14:13"
225,MQTT,None,Normal,5394,64,85,81.122,zip,6.669,UPLOAD,"2015-11-13 11:50:07"
226,AMQP,AES,Normal,5394,64,86,57.215,zip,0.771,UPLOAD,"2015-11-12 20:14:13"
227,MQTT,None,Normal,5394,64,85,61.917,zip,2.836,UPLOAD,"2015-11-13 11:50:07"
228,AMQP,AES,Normal,5394,64,86,49.731,zip,0.579,UPLOAD,"2015-11-12 20:14:13"
229,MQTT,None,Normal,5394,64,85,51.085,zip,2.826,UPLOAD,"2015-11-13 11:50:07"
230,MQTT,None,Normal,5394,64,85,47.991,zip,2.389,UPLOAD,"2015-11-13 11:50:07"
231,MQTT,None,Normal,5394,64,85,55.389,zip,2.503,UPLOAD,"2015-11-13 11:50:07"
232,MQTT,None,Normal,5394,64,85,65.781,zip,2.175,UPLOAD,"2015-11-13 11:50:07"
233,AMQP,AES,Normal,1589,8,200,27.526,jpg,0.545,UPLOAD,"2015-11-12 20:14:13"
234,AMQP,AES,Normal,1589,8,200,24.86,jpg,0.556,UPLOAD,"2015-11-12 20:14:13"
235,AMQP,AES,Normal,1589,8,200,23.749,jpg,0.545,UPLOAD,"2015-11-12 20:14:13"
236,MQTT,None,Normal,1589,8,199,94.412,jpg,0.512,UPLOAD,"2015-11-13 11:50:07"
237,AMQP,AES,Normal,1589,8,200,20.013,jpg,0.367,UPLOAD,"2015-11-12 20:14:13"
238,AMQP,AES,Normal,1589,8,200,22.339,jpg,0.404,UPLOAD,"2015-11-12 20:14:13"
239,AMQP,AES,Normal,1589,8,200,23.313,jpg,0.479,UPLOAD,"2015-11-12 20:14:13"
240,AMQP,AES,Normal,1589,8,200,23.526,jpg,0.499,UPLOAD,"2015-11-12 20:14:13"
241,MQTT,None,Normal,1589,8,199,90.891,jpg,0.177,UPLOAD,"2015-11-13 11:50:07"
242,AMQP,AES,Normal,1589,8,200,31.353,jpg,0.503,UPLOAD,"2015-11-12 20:14:13"
243,AMQP,AES,Normal,1589,8,200,33.288,jpg,0.785,UPLOAD,"2015-11-12 20:14:13"
244,AMQP,AES,Normal,1589,8,200,22.759,jpg,0.471,UPLOAD,"2015-11-12 20:14:13"
245,AMQP,None,Normal,3293,256,14,70.705,jar,0.451,UPLOAD,"2015-11-12 20:14:13"
246,MQTT,None,Normal,3293,256,13,80.693,jar,1.501,UPLOAD,"2015-11-13 11:50:07"
247,AMQP,AES,Normal,1589,8,200,16.955,jpg,0.342,UPLOAD,"2015-11-12 20:14:13"
248,AMQP,AES,Normal,1589,8,200,16.629,jpg,0.443,UPLOAD,"2015-11-12 20:14:13"
249,MQTT,None,Normal,1589,8,199,133.493,jpg,0.174,UPLOAD,"2015-11-13 11:50:07"
250,AMQP,AES,Normal,1589,8,200,29.244,jpg,0.666,UPLOAD,"2015-11-12 20:14:13"
251,AMQP,None,Normal,3293,256,14,74.897,jar,0.431,UPLOAD,"2015-11-12 20:14:13"
252,MQTT,None,Normal,3293,256,13,75.112,jar,1.389,UPLOAD,"2015-11-13 11:50:07"
253,AMQP,AES,Normal,1589,8,200,40.549,jpg,0.482,UPLOAD,"2015-11-12 20:14:13"
254,AMQP,AES,Normal,1589,8,200,34.922,jpg,0.447,UPLOAD,"2015-11-12 20:14:13"
255,AMQP,None,Normal,3293,256,14,60.8,jar,0.22,UPLOAD,"2015-11-12 20:14:13"
256,MQTT,None,Normal,3293,256,13,74.172,jar,1.717,UPLOAD,"2015-11-13 11:50:07"
257,AMQP,AES,Normal,1589,8,200,34.458,jpg,0.626,UPLOAD,"2015-11-12 20:14:13"
258,AMQP,AES,Normal,54333,128,426,891.874,exe,10.303,UPLOAD,"2015-11-12 20:14:13"
259,MQTT,None,Normal,1589,8,199,150.848,jpg,0.122,UPLOAD,"2015-11-13 11:50:07"
260,AMQP,AES,Normal,1589,8,200,36.552,jpg,0.524,UPLOAD,"2015-11-12 20:14:13"
261,AMQP,None,Normal,3293,256,14,70.952,jar,0.364,UPLOAD,"2015-11-12 20:14:13"
262,MQTT,None,Normal,3293,256,13,84.169,jar,1.317,UPLOAD,"2015-11-13 11:50:07"
263,AMQP,AES,Normal,1589,8,200,38.495,jpg,0.406,UPLOAD,"2015-11-12 20:14:13"
264,AMQP,AES,Normal,1589,8,200,16.8,jpg,0.251,UPLOAD,"2015-11-12 20:14:13"
265,AMQP,None,Normal,3293,256,14,72.187,jar,0.386,UPLOAD,"2015-11-12 20:14:13"
266,AMQP,AES,Normal,1589,8,200,28.874,jpg,0.485,UPLOAD,"2015-11-12 20:14:13"
267,MQTT,None,Normal,3293,256,13,67.646,jar,1.522,UPLOAD,"2015-11-13 11:50:07"
268,AMQP,AES,Normal,1589,8,200,29.499,jpg,0.863,UPLOAD,"2015-11-12 20:14:13"
